,id,name,booth,profile,positions,employment types,location,linkedin,twitter,facebook,contact
41,3292,Collabera,136,"Not only are we committed to meeting and exceeding our clients’ needs, but also are committed to our employees’ satisfaction as well. We believe our employees are the cornerstone of our success and we make every effort to ensure their satisfaction throughout their tenure with Collabera. We offer an enriching experience that promotes career growth and lifelong learning for our employees. As a result of these efforts, we have been recognized by Staffing Industry Analysts (SIA) as the “Best Staffing Firm to Work For” – six consecutive years since 2012.",['Associate Account Manager / Account Manager'],['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/24440/,@collabera,,"1 Robert Speck Parkway, Suite 900, Mississauga, ON L4Z 3M3
Alex Ellis, Corporate Recruiter
alex.ellis@collabera.com, 312.840.8166"
42,3199,Communications Security Establishment,8,"CSE is Canada's national cryptologic agency. Unique within Canada's security and intelligence community, CSE employs code-makers and code-breakers to provide the Government of Canada with information technology security (IT Security) and foreign signals intelligence (SIGINT) services. CSE also provides technical and operational assistance to federal law enforcement and security agencies.",['Computer Science / Engineering'],"['Full-time|Summer|Co-op', 'Internship']","['', 'Ontario (excluding GTA)']",,@cse-cst,,
43,3124,Computer Talk Technology,92,"ComputerTalk designs, deploys, and supports communication solutions for many clients worldwide. We are one of the few companies where new grads, raw ambition, academic expertise, and creativity are highly sought after qualities. Pitch yourself to the company and plant an idea that may grow into a great product, the sky is the limit! With 80% of our employees fresh out of Canada's best universities, ComputerTalk is an extremely youthful company. We are one of the most successful providers of Cloud Contact Center and Unified Communication Solutions in Canada.","['“We seek talent. We do not fill openings.""\xa0 If you have or are working toward a degree from a top-notch university then we want to talk to you! If you are eager to embark on the experience of a lifetime, then ComputerTalk wants you! Training will consist of trial by fire and a vigorous, demanding and extremely rewarding experience. Characteristics essential to the successful candidate in our roles include: outstanding attitude, strong intellect, and organizational skills that can handle 40+ simultaneous projects.']",['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/computer-talk-technology-inc/,@iceComputerTalk,www.facebook.com/pages/ComputerTalk/259427698141,"150 Commerce Valley Drive West, Markham, Ontario L3T 7M8
Georgia Coward, HR Team Lead
gcoward@computer-talk.com, 905.882.5000"
44,3418,Crawford and Company (Canada),47,"As one of Waterloo Area’s Top Employers in 2018, Crawford & Company (Canada) Inc. is a national provider of claims management solutions. We provide 24/7 emergency response and have responded to national and international claims situations such as the BC wildfires, 9/11 and Hurricane Katrina in New Orleans. We also provide case management for class action settlements and have a world class IT system to support our staff.  Crawford cultivates a corporate culture that promotes employee innovation through collaboration, with a focus on quality and customer service.","['We are expanding our team to respond to sustainable increases in business volumes throughout Canada:\r\n\nClaims Adjusters (junior, intermediate and\xa0senior)\nCustomer Service Representatives (Waterloo, Montreal and remote)\nAdjuster Support/Admin\nQuality Specialist']","['Full-time|Part-time ', ' Casual']","['Ontario (GTA)', 'Ontario (excluding GTA)']",,@,,
45,3193,Crestwood Valley Day Camp,88,"Crestwood Valley Day Camp is hiring for summer 2018! We are a summer day camp for children aged 4-15. We are located in the heart of Toronto at Bayview and Lawrence and are easily accessible by public transit. We hire over 200 staff for the summer. All applicants must have a proven track record as a team player, be energetic, professional and be interested in being a role model/mentor to young children.

Have the Most Memorable Summer of Your Lives!!!","['We are hiring: Camp Counsellors', 'Swim Instructors\n\r\nWe are looking for activity leaders for the following speciality areas: Arts and Crafts -\xa0Sports\xa0- Archery\xa0- Nature/Camp Craft\xa0- Pottery\xa0- Drama\xa0- Jewellery\xa0- Computers\xa0- Photographer/Videographer']",['Summer'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",,@,www.facebook.com/Crestwood-Valley-Day-Camp-159743214051102/,"411 Lawrence Avenue East, Toronto, Ontario M3C 1N9
Mike Levinsky, Director
crestwood.camp@crestwood.on.ca, 416.444.9595"
46,3402,Cummins Canada,199,http://careers.cummins.com/us-canada,"['Global Position Profile: Technical Service Support Specialist – Cummins Care', 'Level 3 (CFSE)\nhttp://cummins.jobs/columbus-in/engineering-and-integrated-supply-chain-positions-full-time/8F7CEB8852A34C519A97FA572D127D36/job/']",['Full-time'],"['Eastern Canada', 'Ontario (excluding GTA)']",,@,,
47,3391,Dalton Associates,19,"Founded in 1995, Dalton Associates is one of the most successful and largest private practice mental health services in Ontario. We provide supervised psychological services, psychotherapy and other mental health services to over 4000 individuals, couples and families annually. Our services are delivered in over 30 languages and our therapists are reflective of the cultural, religious, racial and sexual diversity of our clients. We provide safe and accessible mental health services with no wait list, in over 50 cities and communities across Ontario.","['Dalton Associates is looking for a creative and contemporary in-house Marketing Coordinator to join our dynamic administrative team of 14 talented professionals and work from our offices in Fergus, Ontario. The successful candidate will utilize their creativity and technical know-how to develop a marketing plan, designed to open new markets for addressing the pressing mental health needs of our communities.\xa0Broad exposure across all marketing tactics including social media is an asset. Interested candidates are encouraged to visit Dalton Associates at Booth 19 for more information.']",['Full-time'],"['', 'Ontario (excluding GTA)']",,@,,"240A St. David Street North, Fergus, Ontario N1M 2J7
Carl Dalton, Vice President
carl@daltonassociates.ca, 888.245.5516 x123"
48,3272,DarkMatter Canada Inc.,20,"DarkMatter is transforming the cyber security landscape. Headquartered in the United Arab Emirates and operating globally, it is the region’s first and only fully integrated digital defence and cyber security consultancy and implementation firm. The firm’s elite team of global experts deliver advanced, next-generation solutions to governments and enterprises across the cyber security spectrum, and also partner with vetted, leading global technology providers to achieve this.",['Android Engineer -\xa0Server Engineer -\xa0Software Engineer -\xa0QA Analyst'],[''],"['', 'Ontario (excluding GTA)']",www.linkedin.com/company/dark-matter-llc,@GuardedbyGenius,,
49,3387,Dealer-FX,38,"As the most trusted name in automotive marketing and software solutions, Dealer-FX is experiencing double-digit growth and is looking for talented and driven individuals who can assist us in changing the way dealers communicate and interact with their customers. Our products are getting rave reviews with no end in sight. Dealer-FX is ranked on both the Deloitte Technology Fast 500 and Technology Fast 50, marking the fourth year running it has made the list of companies to watch in North America, and the third consecutive year it has ranked on the prestigious Canadian index.","['Project Manager', 'Program Manager', 'Software Developer', 'Client Support Representative', 'BI Analyst', 'Application Support Analyst', 'Bilingual Dealer Service Specialist', 'HR Generalist']",[''],['Ontario (GTA)'],www.linkedin.com/company/950683/,@Dealer_FX,www.facebook.com/DealerFX/,
50,3137,Dejero,76,"Driven by our vision of reliable connectivity anywhere, Dejero blends multiple Internet connections to deliver fast and dependable connectivity required for cloud computing, online collaboration and the secure exchange of video and data. With our global partners, Dejero supplies the equipment, software, connectivity services, cloud services and support to provide the uptime and bandwidth critical to the success of today’s organizations. Headquartered in Waterloo, Dejero is trusted for broadcast-quality video.","['Field Sales Engineer', 'Product Designer', 'Software Developer -\xa0Repair Technician', 'Technical Support Analyst']","['Full-time|Summer|Co-op', 'Internship']","['Ontario (excluding GTA)', 'U.S.']",www.linkedin.com/company/487348/,@DejeroLabs,,"412 Albert Street, Suite 100, Waterloo, Ontario N2L 3V3
careers@dejero.com"
51,3188,Del Industrial Metals,126,"Del Metals is a mid-size steel service centre involved in the distribution of Carbon steel products including Sheet, Pipe and General Lines Products.

Pipe Products-A53/A795 Pipe, Seamless Pipe
Structural Products - Bars, angles, Beams, Channels, Flats/HSS Tubing
Flat Rolled products - HR, HRPO, Floor Plate CR, Galvanized, Galvanneal; all process on our state of the art Stretcher Leveller CTL line; and our new Light Gauge Tension Levelled CTL line.
Stainless and Aluminum sheet products","['Sales Management Trainee', 'Inside Sales Representative']",['Full-time'],['Ontario (GTA)'],,@,,
52,3294,Dell,31,"Dell is a collective of customer-obsessed, industry-leading visionaries. At our core is a commitment to diversity, sustainability and our communities. We offer unparalleled growth and development opportunities for our team members. We believe that technology is essential for driving human progress, and we’re committed to providing that technology to people and organizations everywhere, so they can transform the way they work and live.",['Full Time and Internships'],"['Full-time|Co-op', 'Internship']","['Eastern Canada', 'Northern Canada', 'Ontario (GTA)', 'Ontario (excluding GTA)', 'Quebec', 'Western Canada', 'U.S.']",,@,,
53,3401,DESCH Canada Ltd.,140,"DESCH Canada is an affiliate of DESCH Antriebstechnik GmbH & Co. KG in Arnsberg, Germany, a world leading company specialized in modern mechanical engineering and system construction for use across a broad range of industrial sectors. Established in 1906, the DESCH group of companies has provided innovative and customized system solutions to its customers located around the world. DESCH manufactures and distributes state-of-the-art drive technology components which include power transmissions, clutch technology, gear box and press drive systems.",[''],"['Full-time|Summer|Co-op', 'Internship']",['Ontario (GTA)'],,@,,"240 Shearson Crescent, Cambridge, Ontario N1T 1J6
Andrea Blair, HR and Saftey Specialist
andrea.blair@desch.com, 519.621.4560 x271"
54,3286,DHL Supply Chain,101,"DHL Supply Chain is the Americas leader in contract logistics. DHL Supply Chain’s skilled people make its customers more competitive by creating innovative logistics and supply chain solutions. DHL Supply Chain has over 25,000 employees in over 400 locations spread throughout the USA and Canada with revenues just under $5 billion in North America. DHL Supply Chain is part of the $20 billion global Supply Chain Division of Deutsche Post DHL (DPDHL).","['Operations Supervisor', 'Operations Intern']","['Full-time|Co-op', 'Internship']","['Eastern Canada', 'Ontario (excluding GTA)', 'Western Canada']",,@,,
55,3216,Double Negative Canada Productions Ltd.,187,"Founded with a team of just 30, Double Negative (Dneg) has grown to become one of the industry’s success stories and is now one of the world’s largest providers of visual effects for Film with facilities in London, Mumbai, Vancouver, Los Angeles, Montreal and Chennai. Recent work includes Blade Runner 2049, Thor: Ragnarok, Dunkirk, Wonder Woman and Baby Driver.","['Assistant Technical Director', 'Pipeline TD', 'Software Engineer', 'Rendering TD', 'Pipeline Support Engineer']",['Full-time'],['Western Canada'],,@,,"149 West 4th Avenue, Vancouver, British Columbia V5Y 4A6
Sinead Butler, Recruiter
sib@dneg.com, 778.372.9000"
56,3313,DSEL,158,"Join the firm where you can make an impact. At DSEL, we created SMART SUBDIVISIONS(TM) to develop large scale subdivisions with speed and precision. This has allowed our engineers to work smarter. New hires have told us that they appreciate how their skills are valued and employed at a strategic level. Beyond the work itself, it’s the family feel that informs our culture. Our leaders make every effort to ensure that they are accessible for mentoring. At DSEL every individual matters. We’re hiring!","['Contract Administration', 'Detail Design Engineers', 'Design Administration Engineers']",['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/david-schaeffer-engineering-ltd.?trk=biz-companies-cym,@,,"600 Alden Road, Suite 500, Markham, Ontario L3R  0E7
Sasha Schaeffer, Manager
sschaeffer@dsel.ca, 905.475.3080 x244"
57,3283,"Dundas Data Visualization, Inc.",120,"Dundas Data Visualization is a global leader in the development of advanced data visualization, dashboard and business intelligence solutions. Our outstanding success is reflected in our numerous industry awards and in the rapid adoption of Dundas technologies by Fortune 500 companies around the world. Discover the opportunity to join a dynamic company that fosters the development of its people.","['Technical Jr. Business Systems Analyst', 'Lead Qualifier', 'Software Automation Testing Engineer']",['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/40446/,@DundasData,www.facebook.com/DundasDataVisualization/,"250 Ferrand Drive, Toronto, Ontario M3C 3G8 
Sean Williams, Human Resources Administrator
seanw@dundas.com, 416.467.5100 x199"
58,3366,Dynatrace,43,"Dynatrace has redefined how you monitor today’s digital ecosystems. AI-powered, full stack and completely automated, it’s the only solution that provides answers, not just data, based on deep insight into every user, every transaction, across every application. The world’s leading brands, including 72 of the Fortune 100, trust Dynatrace to optimize customer experiences, innovate faster and modernize IT operations with absolute confidence.","[""As a market and technology leader we have an exciting opportunity for a Software Delivery Consultant. Our consultants provide integration development and support for the company's customers and partners.\xa0\n\r\nHow we prepare you:\xa0Our graduate training program is an intensive 5 month developmental training program to ensure that you have both the soft and hard skills to hit the ground running at a client site as a Software Delivery Consultant.""]",['Full-time'],"['Ontario (GTA)', 'Quebec', 'U.S.']",www.linkedin.com/company/125999/,@Dynatrace,www.facebook.com/Dynatrace/,"Jamie Delemeester
Global University Recruiting Manager
jamie.delemeester@dynatrace.com"
59,3213,Edison Engineers Inc.,90,"We are a communication-focused engineering and project management firm specializing in the repair and restoration of existing buildings. Our services generally include onsite construction site reviews, site report preparation, attendance at meetings, building capital planning, reserve funds, condition assessments, leakage investigations and various other responsibilities. We are looking for team members who are not afraid to try new things and learn from their mistakes, are enthusiastic, love pressure and crave action. We have offices in Hamilton, Markham, London and Windsor.","['Civil engineering (building science/structural)', 'Architectural technologist', 'Mechancial engineering', 'Civil technologist', 'Architect']",['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/5222196/,@edisonengineers,,info@edisonengineers.ca
60,3168,Edsence International Children's College,55,"Edsence International Children's College (EICC) is a Chinese educational institution that offers English lessons to students between ages 5 and 17. We are not only teaching conversational English to students but also provide full time elementary school education with all subjects taught in English for families who are planning to immigrate to an English-speaking country and want their children to have a seamless transition when they move aboard. EICC has campus and positions available in Shanghai, Qingdao, Dalian and other major cities in China.","['English Teachers or Other subject teachers teaching in English. All openings are located in China. Candidates can choose between EICC Dalian, Shanghai and Qingdao campuses. More opportunities are also available upon request. Please visit www.slothinternational.com for more information or send an email to info@slothinternational.com for questions.']",['Full-time'],['Other'],www.linkedin.com/in/michelle-wang-973323153/,@,www.facebook.com/slothinternational/,"info@slothinternational.com
www.slothinternational.com"
61,3327,Edward Jones,194,"Take Control of Your Career. Join our 15,000 Financial Advisors in Canada and the US.
Our Financial Advisor Career Development Program is for College and University graduates interested in building their own Edward Jones financial services practice in their communities. You’ll rely on your personal drive, leadership and relationship-building skills to build a business and deliver personalized investment solutions to your clients.

You'll receive salary and training while you obtain your required licences.",['Financial Advisor'],['Full-time'],"['Eastern Canada', 'Northern Canada', 'Ontario (GTA)', 'Ontario (excluding GTA)']",,@,,
62,3135,EMCO Corporation,"115






114","EMCO Corporation is Canada's leading plumbing wholesale company providing products and services for any project in the areas of plumbing, HVAC, waterworks, industrial, irrigation, fire protection and oilfield supply. We strive to develop strong partnerships with our customers, suppliers, communities, owners and employees. Our over 250 teams across Canada aim to be the Distributor of Choice for our plumbers, contractors and builders by creating a service-focused environment driven by motivated leaders and talented employees.","['FROM GRADUATE TO LEADER AT EMCO Corporation\n\r\nAt Emco, it’s not about your degree but rather your enthusiasm and eagerness to put your hand up and get involved. Do you have an enthusiastic and entrepreneurial attitude? If you answered yes, then EMCO’s Management Development Program is the perfect fit for you. This 3 1/2 year program will mold you into one of the leaders of tomorrow for our prestigious company. Bring your passion and we’ll bring out the leader in you.']",['Full-time'],"['Eastern Canada', 'Northern Canada', 'Ontario (GTA)', 'Ontario (excluding GTA)', 'Quebec', 'Western Canada']",www.linkedin.com/company/255889/,@,,
63,3381,Englobe,12,"Working at Englobe means knowing that your job leads to the betterment of people's lives by improving the environment they live in through collaborations on large multidisciplinary projects. Thanks to our employees' commitment to diversity and ""people first"" values, Englobe is one of Canada's leading experts in Soils, Materials and Environmental engineering. Our ability to always exceed expectations is only made possible by the dedication, quality and strength of our employees. Are you ready to join the team and achieve greatness with us?","['Geotechnical Engineering', 'Soils and Materials Engineering and Lab Testing', 'Environmental Engineering\r\nCome and meet us to get more details !']","['Full-time|Summer|Co-op', 'Internship|Contract|Part-time ', ' Casual']","['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/1264109/,@,,
64,3290,Enterprise Holdings,35,"When you join Enterprise Holdings in Canada, you’re joining a team that’s focused on empowerment, results and growth. We believe in paving the way for employees to achieve ambitious career goals as they receive robust real-world, hands-on training. When you’re part of our team, you’re part of a tight-knit family that considers your success everyone’s success.","['Management Trainee', 'Management Trainee Summer Internship']","['Full-time|Co-op', 'Internship']","['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/462318/,@ERACCareers,www.facebook.com/EnterpriseCareers/,
65,3441,Equifax,122,"Equifax is a data and technology company focusing on innovation, growth and collaboration. Our fast-paced, team-driven environment will provide you with the opportunity to work as a key contributor on high priority initiatives that help our clients succeed and contribute to the Equifax employee community. We invest in our Community, Clients, You, and Innovation.Co-ops at Equifax are helping us integrate new generations just like you, into key areas of Operations for insights that solve for better services and solutions for our clients.","['Data and Analyst Co-op', 'Billing and Finance Co-op', 'Client Experience Co-op', 'Information Security Co-op']","['Co-op', 'Internship']",['Quebec'],,@,,"University Relations Manager, Jane.Bourke@Equifax.com"
66,3439,ESCRYPT,207,"At ESCRYPT, we believe that security and privacy are important, no matter the size of the device. We are passionate about bringing safety and peace of mind to an increasingly connected and data-driven world. From the smallest microcontrollers to cloud-based infrastructure, we are building software that lets our customers sleep well at night. Our dynamic team tackles challenging problems in an open and collaborative environment. We are always learning new things and pushing the boundaries.We love what we do and where we work!","['Software Developer Generalist', 'Software Test Developer', 'Mobile Software Developer', 'Front End Software Developer', 'Back End Software Developer', 'Embedded Software Developer', 'Security Consultant']","['Full-time|Co-op', 'Internship']","['', 'Ontario (excluding GTA)']",www.linkedin.com/company/4001505/,@ESCRYPT,,"419 Phillip Street, Unit B, Waterloo, Ontario N2L 3X2
Sue Cameron, Executive Assistant
sue.cameron@escrypt.com, 519.900.5654"
67,3419,eSentire,141,"eSentire® is the largest pure-play Managed Detection and Response (MDR) service provider, keeping organizations safe from constantly evolving cyber-attacks that technology alone cannot prevent. Its 24x7 Security Operations Center (SOC), staffed by elite security analysts, hunts, investigates and responds in real-time to known and unknown threats before they become business disrupting events. Protecting more than $5 trillion in corporate assets, eSentire absorbs the complexity of cybersecurity, delivering enterprise-grade protection.","['Software Developer', 'SOC Analyst', 'Network Specialist', 'Systems Administrator', 'Business Development Representative', 'Automation Developer', 'Test Specialist']","['Full-time|Co-op', 'Internship']",[''],www.linkedin.com/company/150760/,@eSentire,www.facebook.com/eSentireMDR/,"278 Pinebush Road, Cambridge, Ontario N1T 1Z6
Becky Reid, HR Recruiter/Generalist
becky.reid@esentire.com, 519.651.2200 x5416"
68,3369,ETBO Tool & Die,138,"ETBO Tool & Die Inc. is a manufacturer celebrating over 55 years in business and offering turnkey service to stamping customers in North America. We specialize in the design, manufacture, trial and service of thin metal, compound, transfer and progressive tooling and stampings, as well as automation solutions and custom machining, predominantly for the automotive industry. ETBO continues to experience very steady growth due to the many successful relationships we have with our customers, resulting in on-going new business opportunities.","['Tool & Die Maker or Apprentice', 'CNC Machinist / General Machinist or Apprentice \xa0- CNC Programmer', 'Design Engineer']",['Full-time'],[''],,@,,
69,3259,FieldCore,154,,['Engineering'],['Full-time'],"['Eastern Canada', 'Ontario (GTA)', 'Ontario (excluding GTA)', 'Western Canada']",www.linkedin.com/company/16252943/,@fieldcoreinc,,
70,3411,Finastra,66,"Formed in 2017 by the merger of Misys and D+H, Finastra provides the broadest portfolio of financial services software in the world today—spanning corporate banking, retail banking, investment management, managed services, and treasury and capital markets. Our scale and geographical reach means that we can serve customers effectively, regardless of their size or geographic location—from global financial institutions, to community banks and credit unions. Finastra is the 3rd largest Fintech company in the world and 48 of the world's top 50 banks use Finastra technology.","['Software Developer', 'Business Systems Analyst', 'QA Automation Developer/Software Engineer in Test', 'Business Intelligence Developer', 'Desktop Engineer', 'Network Analyst', 'DevOps Developer', 'CRM Developer']",['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/11153805/,@FinastraCareers,www.facebook.com/FinastraCareers/,"55 Standish Court, Mississauga, Ontario L5R 4A1
Michael Giampaolo, Talent Attraction Consultant
Michael.Giampaolo@finastra.com, 647.943.5421"
71,3268,Fluent Home Ltd.,117,,['Sales/Business Development'],['Full-time'],"['', 'Ontario (excluding GTA)']",,@,,
72,3257,Fortigo Freight,110,"Welcome to Team Fortigo, we’re not a transportation company but rather a technology company that drives transportation. Fortigo is a technologically driven service company that provides our Customers with dedicated transportation service! We’re not your grandfather’s trucking company…The future of dedicated transportation is technology…come over to our booth and see us.","['Looking for IT Developers, Operational, Administrative and Finance staff.']","['Full-time|Summer|Co-op', 'Internship|Contract|Part-time ', ' Casual']",['Ontario (GTA)'],www.linkedin.com/company/fortigo-freight-services-inc/,@fortigofreight,www.facebook.com/Fortigo,"Corporate Head Office: 50 Belfield Road, Etobicoke, Ontario M9W 1G1
416-FORTIGO (367-8446), 416-367-8400 (fax)
employment@fortigofreight.com, customerservice@fortigofreight.com, sales@fortigofreight.com"
73,3247,Fortinet Technologies,166,"Fortinet (NASDAQ: FTNT) protects the most valuable assets of some of the largest enterprise, service provider and government organizations across the globe. The company's fast, secure and global cyber security solutions provide broad, high-performance protection against dynamic security threats while simplifying the IT infrastructure. They are strengthened by the industry's highest level of threat research, intelligence and analytics. Unlike pure-play network security providers, Fortinet can solve organizations' most important security challenges.",[''],['Full-time'],['Ontario (GTA)'],,@,,"4190 Still Creek Drive, Burnaby, British Columbia V5C 6C6
Madeleine Fernandes, Recruiter
fernandesm@fortinet.com, 604.828.4766"
74,3298,Fowler Construction,17,"With over 400 employees during peak season, Fowler Construction Company Limited is one of Ontario’s leading construction companies and aggregate producers, operating throughout Muskoka, Parry Sound and Haliburton. Founded in 1949 and headquartered in Bracebridge, Ontario, Fowler owns and operates over 30 aggregate pits and quarries, 3 asphalt plants, and a comprehensive fleet of trucks and equipment to service our aggregate sites and construction projects.","['Field Engineer(s)', 'Survey/Layout', 'Construction Project Manager', 'Grading Foreperson', 'Project Coordinator(s)', 'QC Field Engineer', 'Construction Foreperson', 'Aggregates Foreperson']",[''],[''],,@fowlerconstruct,www.facebook.com/fowlerconstruction/,"1206 Rosewarne Drive, Box 630, Bracebridge, Ontario P1L 1T9
Nicolle Gonneau, Communications Coordinator
ngonneau@fowler.ca, 705.646.5370"
75,3179,Fusion Retail Analytics,29,"WE BELIEVE IN A FUTURE WHERE ANALYTICS TAKES THE LEAD ROLE IN STEERING ORGANIZATIONS. With over 10 years of experience working with a wide portfolio of clients, Fusion is positioned as the leading consulting firm for this transformation. Our team of consultants is constantly pushing the envelope of strategic insight and analytical modeling, delivering powerful results for our roster of diverse clients.","['Consultants:\r\n\nExposure to Canada’s leading minds in business from clients, partners\xa0and teammates\nWork on the full scope of projects, including collecting data, developing analyses\xa0and communicating insights to clients\nOne-on-one coaching from leading experts to ensure your success\nA great work environment (e.g. monthly team builders, new open-concept office)\nOpportunity for rapid promotion as we build our team\nOpportunity to present your recommendations directly to C-suite executives']",['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/fusion-retail-analytics/,@,,"1670 Bayview Avenue, Suite 503, Toronto, Ontario M4G 3C2
866.398.9927
Apply at: www.fusionretailanalytics.com/apply/"
76,3363,General Dynamics Mission Systems-Canada,45,"General Dynamics Mission Systems–Canada is one of Canada's leading C4ISR and defence and security electronics companies, with a worldwide reputation for excellence in the production of technology-based, integrated solutions for land, airborne, maritime and public safety applications. With state-of-the-art facilities in Ottawa, Calgary and Halifax, the company's success is based on strong systems engineering experience, ongoing investment in research and development and collaboration with commercial and military systems industry leaders.","['Software Engineers', 'Software Developers', 'Systems Engineers', 'System Integration Engineers', 'Various technical engineering related positions']","['Full-time|Co-op', 'Internship']","['Eastern Canada', 'Western Canada']",General Dynamics Mission Systems?,@GDMS-C   #GDMSChires,GDMSCanada,
77,3417,General Motors of Canada,123,"At GM Canada, you will find go-getters, people that dream big and go the extra mile to uncover the next ground breaking idea. From designing and engineering state-of-the-art plants, developing new vehicles and self-driving technologies, and creating new marketing programs - we are determined to change the future of mobility. We are looking for individuals who are striving to make a difference and who want to join one of the world’s most iconic companies. With over 100 years of rich history in Canada, help us redefine what the next 100 years should look like.","['Co-op positions, engineering, sales and business roles.']","['Full-time|Co-op', 'Internship']","['Eastern Canada', 'Ontario (excluding GTA)']",www.linkedin.com/groups/2753851,@gmcareers,www.facebook.com/generalmotorscareers,"Raj Cumaraswamy, Recruitment Coordinator, Global Talent Acquisition 
raj.cumaraswamy@gm.com"
78,3305,Geotab Inc,163,"Geotab is a global leader in telematics, providing open platform fleet management solutions to businesses of all sizes. Geotab’s solutions help businesses better manage their drivers and vehicles by extracting accurate and actionable intelligence from real-time and historical trips data. With more than 2 billion points of data collected daily, Geotab helps companies access critical business intelligence and benchmarking data. Geotab has been recognized as one of the fastest growing technology firms in Canada and consistently ranks among the top innovation leaders.",[''],['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",ca.linkedin.com/company/geotab,@GEOTAB,www.facebook.com/Geotab/,"1075 North Service Road West, Unit 21, Oakville, Ontario L6M 2G2
Caitlin Johnson, Human Resources Generalist
caitlinjohnson@geotab.com, 647.725.1949"
79,3314,GHD Limited,42,"GHD is one of the world’s leading professional services companies operating in the global markets of water, energy and resources, environment, property and buildings, and transportation.

Privately owned by our people, GHD provides engineering, architecture, environmental and construction services to private and public sector clients across five continents. Focused on creating lasting community benefit, our connected global network of 8,500 people delivers projects with high standards of safety, quality and ethics.",['www.ghd.com/canada/careers/'],['Full-time'],"['Eastern Canada', 'Ontario (GTA)', 'Western Canada']",www.linkedin.com/company/10243/,@GHD_NAmerica,,"Hannah Hergott, Talent Acquisition Specialist
hannah.hergott@ghd.com"
80,3271,goeasy Ltd.,59,"goeasy Ltd. is a leading full service provider of goods and alternative financial services that improve the lives of everyday Canadians. Today, goeasy Ltd. serves its customers through two key operating divisions, easyfinancial and easyhome. easyfinancial is a non-prime consumer lender that bridges the gap between traditional financial institutions and costly payday lenders. It is supported by a strong central credit adjudication process and industry leading risk analytics. easyfinancial also operates an indirect lending channel, offering loan products to consumers.",['Risk Analyst\xa0 (Consumer Credit)'],['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/150856/,@goeasyltd,www.facebook.com/goeasyltd/,"33 City Center Drive, Mississauga, Ontario L5B 2N5 
Paul Dhillon, Supervisor, Talent Acquisition
pdhillon@goeasy.com, 647.296.0426"
81,3263,GoodLife Fitness,130,"START YOUR GOOD LIFE TODAY
At GoodLife we believe in creating fitness careers in an environment that enriches people's lives. GoodLife team members are motivated to succeed and it is each person's passion that determines their growth. Enrich your life and the lives of your members on a daily basis.","['Full-time Personal Training, Fitness Advisor (Sales), Management and Home office (located in London) positions.\r\nApply for our jobs at https://jobs.goodlifefitness.com.']",['Full-time'],"['Ontario (excluding GTA)', 'Other']",ca.linkedin.com/company/goodlifefitness,@JobsatGoodLife,www.facebook.com/goodlifejobs/,"Rachel Houston, Talent Acquisition Specialist
rhouston@goodlifefitness.com, 226.377.9434
Where to apply for our jobs: https://jobs.goodlifefitness.com."
82,3359,Gordon Food Service,26,"Are you looking for a new opportunity with a strong and stable company? Do you want the opportunity for excellence and advancement in your career? If so, Gordon Food Service could be the place for you. As one of the largest privately held foodservice distributors in North America, our family business has a history of developing talented professionals, pursuing innovative ideas and building strong relationships. We are seeking great people looking for professional and personal growth.","['If you are interested in joining an innovative, supportive, values-driven company, we invite you to consider a career with Gordon Food Service.\xa0\r\n\nCustomer Care\nMarketing\nSales\nWarehouse\nTransportation\nFull time, Part Time/Summer and Coop roles available']","['Full-time|Summer|Co-op', 'Internship|Part-time ', ' Casual']",['Ontario (GTA)'],Gordon Food Service - Canada,@,gordon food service canada@gfscanada,"2999 James Snow Parkway North, Milton, Ontario L9T 5G4
Sara Patterson, Sr. HR Generalist
sara.patterson@gfs.com, 905.864.3700"
83,3435,Guelph Police Service,205,"We are a modern, progressive and dynamic organization looking for people who are committed to making a difference. We offer the best in resources and training, an excellent salary and benefit package that is competitive with other organizations, and a friendly work environment where you are not just a number. We are committed to giving our members opportunities to grow and develop within our Service while focusing on community policing and improving the quality of life for the citizens we serve.
 
We are presently hiring for police recruit and civilian positions.",['Police recuits and various civilian positions'],['Full-time'],"['', 'Ontario (excluding GTA)']",,@,,"160 Clair Road West, Guelph, Ontario N1L 1G1
Angela Grover, Sergeant
agrover@guelphpolice.ca, 519.824.1212 x7218"
